"","snps","gene","statistic","pvalue","FDR","beta"
"1564","chr2_14702521","AT2G34840",1.35288522505782,0.176624929859323,0.494301354216275,13.7610973578644
"1565","chr3_22895458","AT3G61850",1.35199769362528,0.176908520394047,0.494778654162776,6.57690720301235
"1566","chr3_7879479","AT3G22275",1.35099888220427,0.177228074558233,0.495355863564104,12.9513013663256
"1567","chr1_25140942","AT1G67210",1.3499373449256,0.177568169205077,0.495989710664086,2.94424141864424
"1568","chr5_17299136","AT5G43100",-1.3482194508098,0.178119578969576,0.496796607953442,-63.9746412244049
"1569","chr4_15799617","AT4G32760",1.34806748171862,0.178168419468126,0.496796607953442,41.2422900178165
"1570","chr4_18082527","AT4G38730",-1.34772147497395,0.17827965792308,0.496796607953442,-30.5433636168394
"1571","chr1_25101610","AT1G67140",-1.34734587093169,0.178400470326205,0.496796607953442,-21.0563718987758
"1572","chr1_24656828","AT1G66200",-1.34722505297375,0.178439344197758,0.496796607953442,-628.409487196486
"1573","chr1_30357935","AT1G80770",1.34691835489718,0.178538054446142,0.496796607953442,50.8064201248615
"1574","chr3_916402","AT3G03702",-1.34647294137307,0.178681482548985,0.496879827901466,-0.87601841728791
"1575","chr4_11799694","AT4G22330",1.34444776247884,0.179334696472605,0.497500881257317,37.1566864529456
"1576","chr4_10690129","AT4G19645",1.34433940274675,0.179369697607136,0.497500881257317,3.87511956740516
"1577","chr1_11988584","AT1G33080",-1.34386545451459,0.179522846847635,0.497500881257317,-33.3354005186987
"1578","chr2_18452539","AT2G44750",1.34358454657479,0.179613664010696,0.497500881257317,5.27733860795877
"1579","chr1_21211866","AT1G56610",-1.34343683208795,0.179661433641763,0.497500881257317,-13.4055847342751
"1580","chr3_16292129","AT3G44735",1.34333920979295,0.179693009072326,0.497500881257317,20.5566472306609
"1581","chr5_22392224","AT5G55190",-1.34331618973075,0.179700455395892,0.497500881257317,-39.5358233777542
"1582","chr5_23241460","AT5G57360",1.34260819274015,0.179929584227639,0.497707319220977,33.908301646083
"1583","chr1_30054996","AT1G79910",1.34238320814957,0.180002441472882,0.497707319220977,6.9704426721407
"1584","chr1_28914556","AT1G76952",1.3416750153185,0.180231920562577,0.498027219887878,2.17402914102019
"1585","chr1_2104882","AT1G06850",-1.33983762535793,0.180828314775019,0.498711636960462,-13.1699858173281
"1586","chr1_3563423","AT1G10720",1.33967902060085,0.180879864735792,0.498711636960462,12.6025130674455
"1587","chr4_5466251","AT4G08590",-1.33949871434765,0.180938481437047,0.498711636960462,-10.6372181356654
"1588","chr5_25415931","AT5G63470",-1.33933864304018,0.180990531702239,0.498711636960462,-23.6147617921438
"1589","chr1_644493","AT1G02880",-1.3389500441538,0.181116938477649,0.498711636960462,-10.3600639582716
"1590","chr1_1781833","AT1G05890",-1.33880775392446,0.181163240294068,0.498711636960462,-138.878567335071
"1591","chr3_7530176","AT3G21380",-1.33795865437379,0.181439723878608,0.499158812958307,-35.7806278966329
"1592","chr3_2510788","AT3G07870",1.33569477321997,0.182178422648361,0.500876228600424,11.011975049147
"1593","chr5_22023299","AT5G54240",1.33459814300267,0.182537053360808,0.501547195580826,2.77050789821974
"1594","chr1_19837181","AT1G53190",1.33327246955467,0.18297128838328,0.502011584380389,18.6877852098991
"1595","chr3_6551477","AT3G18990",-1.33305094187935,0.183043926350699,0.502011584380389,-17.3674745545622
"1596","chr5_24982804","AT5G62190",-1.33303197679562,0.183050145915262,0.502011584380389,-107.647192974651
"1597","chr3_16151719","AT3G44560",1.33230875794778,0.183287441401236,0.502347608649475,4.18937599315985
"1598","chr1_25967297","AT1G69060",1.33025430379137,0.183962775327115,0.503639253453933,9.25388917089657
"1599","chr5_18799951","AT5G46340",1.32991958799186,0.184072976877578,0.503639253453933,18.5583796995214
"1600","chr5_18314111","AT5G45240",-1.32982566730969,0.184103908048045,0.503639253453933,-5.56479675456856
"1601","chr2_432546","AT2G01940",-1.32871145922144,0.184471147877429,0.503850163396385,-12.0664177055064
"1602","chr1_18050812","AT1G48800",-1.32860583436803,0.184505989720811,0.503850163396385,-2.24005281626055
"1603","chr3_21830384","AT3G59060",1.32854413323162,0.184526344967879,0.503850163396385,221.219519941299
"1604","chr4_11304972","AT4G21200",1.32801386118795,0.184701350785819,0.50401359874659,1.53210354608529
"1605","chr2_1171152","AT2G03830",-1.32758182513298,0.184844026773609,0.504088663668591,-0.880048390271113
"1606","chr4_9827535","AT4G17640",1.32719463273271,0.184971963011956,0.504123463327105,20.4583485093126
"1607","chr1_5613119","AT1G16420",-1.32578018652515,0.185439883060722,0.504879082480783,-32.8922162125335
"1608","chr3_20088942","AT3G54270",1.32546493078056,0.185544293905838,0.504879082480783,4.23075303627636
"1609","chr3_21699931","AT3G58650",-1.32531109909835,0.185595257873333,0.504879082480783,-6.83734171938245
"1610","chr1_22469114","AT1G60995",1.32489568272777,0.18573293590525,0.504939789103899,15.880406801805
"1611","chr2_10254334","AT2G24120",-1.32433903359262,0.185917540229171,0.505127916563054,-50.6691376078092
"1612","chr2_11413836","AT2G26780",1.32353355125685,0.186184907068332,0.505540532405763,77.7128695660701
"1613","chr5_8358593","AT5G24470",-1.32315530123556,0.186310559316954,0.505568083155802,-128.800176150019
"1614","chr3_2998026","AT3G09770",1.3226100413353,0.18649180173756,0.505746354526209,27.8424049956937
"1615","chr5_12078495","AT5G32440",1.32116099941715,0.186974092774227,0.506740312119374,38.4504633616445
"1616","chr1_19974206","AT1G53510",-1.32023896642504,0.187281457554399,0.507110593630052,-100.998445447925
"1617","chr2_16194325","AT2G38740",-1.31995696741668,0.187375538134531,0.507110593630052,-40.5667411010729
"1618","chr5_6105608","AT5G18420",-1.31968357207544,0.187466781753073,0.507110593630052,-6.0454034842204
"1619","chr5_9657797","AT5G27360",-1.31936199062304,0.187574149208831,0.507110593630052,-25.2478425991564
"1620","chr4_711414","AT4G01670",1.31885439127041,0.187743715676842,0.50722156071286,6.33951834418194
"1621","chr2_17071117","AT2G40910",1.31854549014638,0.187846961369784,0.50722156071286,0.571431007005494
"1622","chr3_21159767","AT3G57170",1.31804932166196,0.188012886372982,0.507356599047191,13.1765296080581
"1623","chr4_17781426","AT4G37810",1.317169930759,0.188307232145278,0.507837803511943,1.70858781168178
"1624","chr1_29693733","AT1G78955",-1.3163819693586,0.188571264452214,0.508161768473611,-4.88533658493941
"1625","chr5_23420459","AT5G57800",1.3161186615945,0.188659555350609,0.508161768473611,132.145348385821
"1626","chr2_10190390","AT2G23950",1.31497881840049,0.189042113827656,0.508879048108027,36.9736904540226
"1627","chr4_717005","AT4G01680",-1.31396065368678,0.189384318706969,0.509279326611265,-9.30493371563434
"1628","chr1_24473150","AT1G65800",1.31384410686129,0.189423519242207,0.509279326611265,132.223760087229
"1629","chr4_921486","AT4G02080",1.3122373333442,0.189964568926131,0.510420453155111,24.7725283519449
"1630","chr1_21062239","AT1G56250",-1.31039454402973,0.190586496554628,0.511777359153132,-56.0744310495403
"1631","chr1_3140061","AT1G09700",-1.30920186190453,0.190989818282521,0.512447699194358,-5.41710489905451
"1632","chr3_302851","AT3G01860",1.30895272707193,0.191074146088622,0.512447699194358,13.601913416003
"1633","chr4_13940865","AT4G28040",1.30861836759681,0.191187364127116,0.512447699194358,17.8526279452627
"1634","chr3_10520547","AT3G28210",-1.30736829453631,0.191611091975671,0.513269124588441,-23.9851890792694
"1635","chr1_28959086","AT1G77080",-1.30697205738493,0.191745545954878,0.513315140455353,-33.9736741082432
"1636","chr4_15750656","AT4G32640",-1.30580260630186,0.192142778005224,0.514064143844049,-48.0435301041432
"1637","chr4_16154322","AT4G33625",-1.3050483296444,0.192399307750417,0.514409023523744,-64.228183661539
"1638","chr1_7337783","AT1G21000",1.30473267958961,0.192506735328282,0.514409023523744,82.0941325469668
"1639","chr3_16613314","AT3G45280",-1.30342400760545,0.192952597157789,0.515285855863114,-0.505706892108873
"1640","chr5_8979240","AT5G25790",-1.30287627661244,0.193139433627027,0.515458149893722,-2.57658206434704
"1641","chr2_19441294","AT2G47380",1.30254457741928,0.193252644271327,0.515458149893722,46.3228947603401
"1642","chr1_25514792","AT1G68060",-1.30172437261585,0.193532794219781,0.515783927579068,-40.1269799171158
"1643","chr2_2426470","AT2G06200",-1.30138469062399,0.193648903852131,0.515783927579068,-0.552672112968008
"1644","chr3_5556773","AT3G16370",1.30115249603895,0.193728301791178,0.515783927579068,471.188714932087
"1645","chr1_26321517","AT1G69880",-1.30036656308218,0.193997226022843,0.516185932098471,-6.52584356519661
"1646","chr2_15728001","AT2G37460",1.2987034486101,0.194567202850325,0.517387999317054,44.4612192942095
"1647","chr2_15215773","AT2G36305",-1.29831448084441,0.194700686107232,0.517428599326871,-3.8454677471932
"1648","chr1_9209896","AT1G26640",1.29775105728973,0.194894157321922,0.51762847487746,45.711312633755
"1649","chr5_8976822","AT5G25780",1.29675849120599,0.195235333518995,0.51811441108028,12.9068667402661
"1650","chr3_18213514","AT3G49140",1.29653021011432,0.195313862984341,0.51811441108028,64.4900474481606
"1651","chr3_20044523","AT3G54130",-1.29587166306642,0.195540535503762,0.518401528709852,-4.72555745661308
"1652","chr2_9914565","AT2G23300",1.29460399505641,0.195977412255234,0.518797282917852,6.06833590463506
"1653","chr1_17125857","AT1G45201",1.29449682927516,0.196014377675066,0.518797282917852,650.708400108307
"1654","chr5_15397787","AT5G38460",-1.29425241405451,0.196098704639361,0.518797282917852,-36.5194506452117
"1655","chr3_20748987","AT3G55940",-1.29386311311145,0.196233074406208,0.518797282917852,-10.4871335108971
"1656","chr5_5779292","AT5G17530",-1.2934398106062,0.196379256772021,0.518797282917852,-14.6245720410871
"1657","chr5_18444693","AT5G45510",1.29316663389135,0.196473637477449,0.518797282917852,376.716816287939
"1658","chr2_18932315","AT2G46030",-1.2930338948085,0.196519509956088,0.518797282917852,-21.7784366728356
"1659","chr4_11284064","AT4G21160",1.29252001926854,0.196697171190011,0.518953296141457,33.3904424769076
"1660","chr4_1024852","AT4G02320",1.291285599861,0.197124426563875,0.519214538187397,1.54769517770086
"1661","chr1_271639","AT1G01730",-1.29067067388236,0.197337517822772,0.519214538187397,-15.6325851781827
"1662","chr1_26870842","AT1G71280",1.29035664737398,0.19744640310182,0.519214538187397,0.270096349597354
"1663","chr2_7637614","AT2G17550",1.29010428189555,0.197533940034434,0.519214538187397,16.378469222375
"1664","chr3_15784454","AT3G43990",1.28988602778862,0.197609667860831,0.519214538187397,1.60670372960668
"1665","chr1_11853453","AT1G32750",-1.28976202606023,0.197652702340919,0.519214538187397,-51.1143919304219
"1666","chr3_4388526","AT3G13460",1.28954590786893,0.197727722035523,0.519214538187397,353.418645516522
"1667","chr1_29459221","AT1G78290",1.28949563490294,0.197745175955767,0.519214538187397,29.1450259945357
"1668","chr1_18112461","AT1G48960",1.28703680255503,0.19860022083443,0.521146982369485,6.78076179326442
"1669","chr1_3450782","AT1G10480",-1.28647610206429,0.19879558013632,0.521347066660679,-6.66887177172927
"1670","chr1_9972555","AT1G28400",1.28315080461277,0.199957075665687,0.524079113885456,104.85967199217
"1671","chr2_18706188","AT2G45400",-1.28257755305329,0.20015780820683,0.524107390808864,-12.1372683456643
"1672","chr4_240203","AT4G00550",1.28224471207177,0.200274425085299,0.524107390808864,32.8038138282302
"1673","chr5_813206","AT5G03340",1.2820944507769,0.200327088147871,0.524107390808864,28.0990213271842
"1674","chr5_22783145","AT5G56270",-1.2814776329459,0.200543374545714,0.524359826993185,-9.69482574146598
"1675","chr5_23546688","AT5G58190",1.27884549824189,0.201468249880244,0.526463599836315,4.31187626997622
"1676","chr3_18395159","AT3G49620",-1.27709770268999,0.202084108229563,0.527413353710704,-16.2312103694104
"1677","chr4_11155525","AT4G20830",-1.2762462448961,0.202384628283458,0.527413353710704,-350.177601170912
"1678","chr1_18474873","AT1G49900",1.27624586479497,0.202384762512143,0.527413353710704,1.40982341542746
"1679","chr5_21851063","AT5G53810",-1.27600876488178,0.202468504509035,0.527413353710704,-1.63763267005781
"1680","chr3_2797884","AT3G09120",1.27590971842383,0.202503494506198,0.527413353710704,0.174722326531942
"1681","chr1_9329562","AT1G26920",1.27576484121421,0.202554683022091,0.527413353710704,44.5904736737148
"1682","chr4_13904549","AT4G27940",1.27441426360185,0.203032328606921,0.527421142773588,10.3822292493033
"1683","chr1_28131666","AT1G74890",1.27420210628171,0.203107434897517,0.527421142773588,10.1568334621173
"1684","chr1_30301408","AT1G80610",1.27376646391675,0.203261721223854,0.527421142773588,12.566498873837
"1685","chr3_20455551","AT3G55180",-1.27376097431738,0.203263665956357,0.527421142773588,-0.0991196568671669
"1686","chr5_1949941","AT5G06380",1.27355134928506,0.203337937388444,0.527421142773588,0.209270823925916
"1687","chr2_9170447","AT2G21420",-1.27350012364598,0.203356089957699,0.527421142773588,-3.89711431702745
"1688","chr4_10563520","AT4G19350",-1.27337033288543,0.203402088545367,0.527421142773588,-12.3908781501803
"1689","chr4_10998410","AT4G20365",1.27303304451028,0.203521660988026,0.527421142773588,22.5943666754068
"1690","chr4_14093622","AT4G28530",-1.27116694934231,0.204184139520428,0.528824839456161,-1.36911285665795
"1691","chr2_15368131","AT2G36670",1.26938250853771,0.204819100094701,0.530119658985892,10.1845600921466
"1692","chr5_5162359","AT5G15820",-1.26908161019671,0.204926310944512,0.530119658985892,-1.35941507834203
"1693","chr3_9148296","AT3G25110",1.26740428645168,0.205524695394289,0.531129239223781,8.39303746642169
"1694","chr4_11743132","AT4G22190",1.26724610442743,0.205581192379785,0.531129239223781,61.8004015365162
"1695","chr4_18280964","AT4G39280",1.26696780924479,0.205680616971512,0.531129239223781,22.6153136138597
"1696","chr1_23425400","AT1G63170",1.26659246780544,0.205814768083984,0.531162287679009,13.7640223865311
"1697","chr5_23895031","AT5G59220",-1.26612686207679,0.205981269190501,0.531278736150162,-31.9944337772058
"1698","chr4_7607633","AT4G13030",-1.26539613252284,0.206242776624216,0.531639948930621,-43.9629747199521
"1699","chr2_7689401","AT2G17700",1.26392692331101,0.206769296537181,0.532259621558264,18.3400289716806
"1700","chr1_5609870","AT1G16410",1.26378528580713,0.206820106767772,0.532259621558264,813.146177603278
"1701","chr3_10520512","AT3G28210",-1.26370759276869,0.206847981784466,0.532259621558264,-15.1555367071372
"1702","chr5_25644429","AT5G64070",-1.26160394893904,0.207603775038705,0.533890554256411,-62.0167978916528
"1703","chr2_9089703","AT2G21220",-1.26118562776134,0.207754307799607,0.533963949053952,-2.4488273342488
"1704","chr5_8600768","AT5G24960",1.26006257259737,0.208158831443401,0.53435509466945,1.19326928184309
"1705","chr4_7112394","AT4G11820",-1.25891562975721,0.208572550069913,0.53435509466945,-166.555901419314
"1706","chr1_2286824","AT1G07440",1.25865633400661,0.208666164497473,0.53435509466945,38.3089583470019
"1707","chr4_13419907","AT4G26600",-1.2583551386013,0.208774944424314,0.53435509466945,-8.26945607917614
"1708","chr1_3506865","AT1G10610",-1.25832743426287,0.208784952209802,0.53435509466945,-22.2953134313211
"1709","chr3_21279311","AT3G57480",-1.2581651218287,0.208843592196313,0.53435509466945,-11.6905096448409
"1710","chr1_21234921","AT1G56650",1.25796258648412,0.208916780633141,0.53435509466945,17.4952385766574
"1711","chr5_23488787","AT5G58040",-1.25768186835138,0.209018252111211,0.53435509466945,-35.4820803387511
"1712","chr1_1469618","AT1G05100",-1.25763365129324,0.209035684783855,0.53435509466945,-8.87705595544215
"1713","chr5_24317533","AT5G60460",-1.25738024687497,0.209127319435405,0.53435509466945,-42.5787755308019
"1714","chr5_26829331","AT5G67245",1.25678555361521,0.209342483570263,0.534592794974937,5.28011715156945
"1715","chr3_9759242","AT3G26580",-1.25469179543948,0.210101299030016,0.535671085815065,-133.587949676523
"1716","chr5_8707472","AT5G25190",1.2542169929794,0.210273653243449,0.535671085815065,53.1064639423651
"1717","chr5_1507159","AT5G05100",1.25407032466996,0.210326914858107,0.535671085815065,47.4833159388665
"1718","chr5_2487728","AT5G07800",1.25397490409116,0.210361571457699,0.535671085815065,5.23103079318963
"1719","chr2_6020582","AT2G14210",-1.25393339199214,0.210376649878021,0.535671085815065,-0.983166546567279
"1720","chr1_18577304","AT1G50140",1.25342599317187,0.210561015484813,0.53582881673083,35.5960286375679
"1721","chr1_19053024","AT1G51402",1.25268895963159,0.210829028610906,0.536199104142904,6.18668255223254
"1722","chr1_22068358","AT1G59950",1.2523431997233,0.210954845143823,0.536207524503201,16.7027530280844
